dwa_id,dwa_title,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,verdict,confidence,rationale,rubric_version,model,scored_at,n_raters,score_disagreement,raters
4.A.4.b.4.a.6,Direct activities of subordinates.,10.0,35.0,22.5,80.0,50.0,72.0,47.5,human_anchored,high,"Algorithmic task dispatch exists and is widely deployed, but directing people carries legal employer authority and motivational weight that cannot be delegated to a system.",2026-09-16.1,claude-opus-5,2026-09-16T22:04:59Z,2,10.9,claude-opus-5;claude-sonnet-5
4.A.4.b.4.a.7,Supervise information technology personnel.,10.0,45.0,10.0,73.5,51.5,68.0,50.0,human_anchored,medium,"Ticket routing, workload dashboards and code review tooling automate the monitoring layer, but personnel evaluation, prioritisation conflicts and accountability for system outages rest with a human manager.",2026-09-16.1,claude-opus-5,2026-09-16T22:04:59Z,2,9.1,claude-opus-5;claude-sonnet-5
4.A.4.b.4.b.1,Serve on institutional or departmental committees.,5.0,44.0,16.0,82.5,62.5,67.5,42.5,human_anchored,medium,Committee service is constituted by representation and deliberation among named members; an AI can prepare briefs and minutes but cannot hold a seat or a vote.,2026-09-16.1,claude-opus-5,2026-09-16T22:04:59Z,2,8.6,claude-opus-5;claude-sonnet-5
4.A.4.b.4.c.1,Coordinate forestry or agricultural activities.,16.5,37.5,55.0,55.0,53.5,50.0,45.0,resistant,medium,"Weather, biology and equipment variability force on-site judgment and crew coordination; farm-management software optimises scheduling but cannot own the field decisions.",2026-09-16.1,claude-opus-5,2026-09-16T22:04:59Z,2,9.3,claude-opus-5;claude-sonnet-5
4.A.4.b.4.c.2,Manage agricultural or forestry operations.,13.5,38.5,52.5,53.5,59.0,57.5,51.5,resistant,medium,"Managing a biological production system spans labour, capital, regulatory compliance and irreversible seasonal bets, so decision support helps but a responsible operator remains the constraint.",2026-09-16.1,claude-opus-5,2026-09-16T22:04:59Z,2,12.0,claude-opus-5;claude-sonnet-5
4.A.4.b.4.e.1,Direct surveying activities.,12.5,37.5,51.5,55.0,47.5,66.5,57.5,resistant,medium,"Survey data capture is heavily instrumented, but a licensed surveyor must direct field crews and certify boundary results with legal liability attached.",2026-09-16.1,claude-opus-5,2026-09-16T22:04:59Z,2,12.3,claude-opus-5;claude-sonnet-5
4.A.4.b.4.e.10,Direct design or development activities.,9.0,54.0,18.5,66.0,63.5,64.0,52.5,resistant,medium,"Models can generate and critique design options, but setting direction amid conflicting requirements and holding a team to it is a trust-and-authority function.",2026-09-16.1,claude-opus-5,2026-09-16T22:04:59Z,2,10.4,claude-opus-5;claude-sonnet-5
4.A.4.b.4.e.11,Coordinate cross-disciplinary research programs.,6.5,53.5,15.0,75.0,70.0,64.0,50.0,resistant,medium,"Synthesising across disciplines is where LLMs are strongest, yet the work is mainly brokering between specialists, funders and institutions, which requires standing and relationships.",2026-09-16.1,claude-opus-5,2026-09-16T22:04:59Z,2,8.3,claude-opus-5;claude-sonnet-5
4.A.4.b.4.e.2,Direct technical activities or operations.,15.0,46.5,32.5,61.5,65.0,75.0,62.5,resistant,medium,"Operational direction is increasingly instrumented by control and workflow systems, but technical authority over live operations carries safety and regulatory responsibility that names a person.",2026-09-16.1,claude-opus-5,2026-09-16T22:04:59Z,2,6.6,claude-opus-5;claude-sonnet-5
4.A.4.b.4.e.4,Coordinate software or hardware installation.,33.5,58.5,38.5,48.5,42.5,52.5,46.0,augmentable,medium,"Software deployment orchestration is genuinely automated in mature environments, but hardware placement, vendor and user scheduling, and rollback decisions during failed installs still need a coordinator.",2026-09-16.1,claude-opus-5,2026-09-16T22:04:59Z,2,6.6,claude-opus-5;claude-sonnet-5
4.A.4.b.4.e.5,Direct scientific activities.,8.5,47.5,22.5,65.0,80.0,80.0,62.5,human_anchored,medium,Setting research direction and leading scientific staff turns on contested priority judgments and personal authority over a team; AI can draft plans and synthesize literature but cannot own the direction.,2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,6.0,claude-opus-5;claude-sonnet-5
4.A.4.b.4.e.6,Direct natural resources management or conservation programs.,7.5,42.5,32.5,67.5,80.0,83.5,70.0,human_anchored,medium,"Conservation program leadership involves stakeholder negotiation, regulatory accountability and field oversight; models help with monitoring data and plan drafting only.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,6.1,claude-opus-5;claude-sonnet-5
4.A.4.b.4.e.7,Manage information technology projects or system activities.,22.5,65.0,10.0,57.5,57.5,65.0,50.0,augmentable,medium,"Much IT project management is documentation, scheduling and status synthesis that tools and LLMs handle well, but tradeoff decisions and team coordination still require an accountable manager.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.4.b.4.e.8,Manage scientific or technical project resources.,23.0,62.5,15.0,50.0,55.0,62.5,47.5,augmentable,medium,"Resource allocation and tracking are highly structured optimization and reporting tasks, yet commitments to staff, sponsors and grantors must be authorized by a named person.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,5.0,claude-opus-5;claude-sonnet-5
4.A.4.b.4.e.9,Direct medical science or healthcare programs.,5.5,42.5,27.5,72.5,80.0,93.5,87.5,human_anchored,high,"Clinical and research program leadership carries licensure, regulatory and patient-safety liability that must attach to an identifiable clinician-administrator.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,8.3,claude-opus-5;claude-sonnet-5
4.A.4.b.4.f.1,Coordinate training activities.,32.5,65.0,17.5,65.0,37.5,42.5,30.0,augmentable,medium,"Scheduling, curriculum assembly and enrollment tracking are largely handled by LMS automation, but arranging instructors and reading learner needs keeps a coordinator in the loop.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.4.b.4.f.4,Manage human resources activities.,12.5,57.5,10.0,82.5,62.5,80.0,62.5,human_anchored,high,"Employment decisions carry legal exposure and the substance is handling people—grievances, discipline, hiring—so a responsible human must remain in place even where systems draft and screen.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,3.6,claude-opus-5;claude-sonnet-5
4.A.4.b.4.g.1,Direct quality control activities.,32.5,50.0,35.0,42.5,52.5,70.0,62.5,augmentable,medium,"Automated inspection and SPC systems catch defects, but sign-off on releases, corrective actions and regulatory conformity is a named quality manager's duty.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,10.0,claude-opus-5;claude-sonnet-5
4.A.4.b.4.h.10,Prepare project budgets.,37.5,77.5,5.0,27.5,47.5,55.0,45.0,augmentable,medium,Cost estimating is structured numeric modeling well suited to models and templates; the binding constraint is that assumptions must be owned and defended by an accountable budget holder.,2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,4.3,claude-opus-5;claude-sonnet-5
4.A.4.b.4.h.2,Direct financial operations.,10.0,55.0,5.0,55.0,70.0,90.0,82.5,human_anchored,high,"Financial control carries fiduciary and statutory certification duties (e.g., officer attestation), so directing operations cannot be delegated to a system despite heavy analytic automation.",2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,4.1,claude-opus-5;claude-sonnet-5
4.A.4.b.4.h.3,Direct fundraising or financing activities.,9.0,52.5,15.0,87.5,65.0,72.5,57.5,human_anchored,medium,Securing donors or capital is fundamentally a trust-based relational sale; AI drafts prospect research and appeals but the ask depends on a person.,2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,4.6,claude-opus-5;claude-sonnet-5
4.A.4.b.4.h.4,Prepare operational budgets.,37.5,77.5,5.0,32.5,47.5,57.5,47.5,augmentable,medium,Rolling forecasts and variance-driven budget builds are already semi-automated in FP&A software; the allocation choices and their defense before leadership remain a human responsibility.,2026-09-16.1,claude-opus-5,2026-09-16T22:06:34Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.4.b.4.h.5,Manage organizational or project budgets.,22.5,67.5,5.0,45.0,60.0,75.0,57.5,augmentable,medium,"Forecasting, variance analysis and reallocation modelling are highly tractable for software, but trade-off decisions among competing claimants and fiduciary sign-off require a named budget owner.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.4.b.4.h.6,Manage financial activities of the organization.,13.5,60.0,5.0,50.0,72.5,91.0,81.0,human_anchored,medium,"Organization-wide financial stewardship carries statutory certification and fiduciary liability (e.g. officer attestation), so a human officer must own it even when analysis is machine-generated.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,6.0,claude-opus-5;claude-sonnet-5
4.A.4.b.4.h.7,Manage budgets for appropriate resource allocation.,26.5,67.5,5.0,42.5,60.0,71.5,54.0,augmentable,medium,"Optimization tools can propose allocations from structured data, but the binding constraint is political negotiation among units and accountability for the resulting cuts.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,7.7,claude-opus-5;claude-sonnet-5
4.A.4.b.4.i.1,Direct natural resources extraction projects.,9.0,32.5,60.0,55.0,70.0,86.5,86.5,human_anchored,medium,Extraction site direction combines on-site supervision of crews and hazardous equipment with licensed safety and environmental responsibility that regulators pin to a named person.,2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,9.0,claude-opus-5;claude-sonnet-5
4.A.4.b.4.i.3,Direct construction activities.,9.0,32.5,62.5,62.5,65.0,85.0,81.0,human_anchored,high,"Directing construction means live field judgment over crews, subcontractors and unforeseen site conditions, with code and safety liability attaching to the responsible supervisor.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,8.4,claude-opus-5;claude-sonnet-5
4.A.4.b.4.i.4,Direct installation activities.,12.5,33.5,57.5,56.5,55.0,71.0,62.5,resistant,medium,Supervising installation crews requires presence at the work face to see conditions and redirect workers; only sequencing and documentation are offloadable.,2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,9.0,claude-opus-5;claude-sonnet-5
4.A.4.b.4.i.6,Coordinate construction or installation activities.,26.0,52.5,45.0,58.5,50.0,58.5,55.0,augmentable,medium,"Scheduling and clash-detection software handles much of the coordination logic, but reconciling trades and resolving on-site conflicts remains a negotiation among people.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,12.4,claude-opus-5;claude-sonnet-5
4.A.4.b.4.i.7,Manage construction activities.,11.0,42.5,53.5,61.0,65.0,83.5,77.5,human_anchored,medium,"Project management tooling automates cost/schedule tracking, but contractual and safety accountability for the build rests with a licensed or designated manager on site.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,7.7,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.10,Direct green energy production operations.,16.5,40.0,50.0,45.0,60.0,80.0,76.5,resistant,low,"Generation plants run under heavy SCADA automation, yet directing the operation entails grid-compliance and safety responsibility plus physical intervention during abnormal events.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,6.6,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.12,"Manage operations, research, or logistics projects.",25.0,64.0,20.0,52.5,57.5,60.0,52.5,augmentable,medium,"Planning, tracking and optimization of projects are strongly model-assisted, but ownership of stakeholder commitments and reprioritization under disruption stays with a manager.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,6.1,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.2,Direct environmental development activities.,12.0,48.5,30.0,58.5,73.5,76.5,65.0,resistant,low,"Environmental program direction turns on contested evidence, regulatory sign-off and stakeholder negotiation; analysis and reporting are the only cleanly automatable slices.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,5.1,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.23,Direct healthcare delivery programs.,8.0,45.0,25.0,80.0,73.5,91.5,86.5,human_anchored,high,"Clinical program direction is legally tied to licensed accountability for patient safety and to leading clinical staff, regardless of how much analytics is automated.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:12Z,2,4.1,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.24,Direct industrial production activities.,15.0,41.5,47.5,65.0,60.0,74.0,71.0,resistant,medium,"Production scheduling and line analytics are software-assisted, but directing a plant means on-floor supervision of crews and safety-critical decisions that a named supervisor must own.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,5.4,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.26,Direct energy production or management activities.,20.0,42.5,45.0,57.5,63.5,84.0,87.5,resistant,medium,"SCADA and automated dispatch already handle much of the control loop, but licensed operators must remain answerable for grid/plant decisions with catastrophic failure modes.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,6.6,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.27,Direct facility maintenance or repair activities.,21.0,46.0,51.5,55.0,50.0,60.0,57.5,resistant,medium,"CMMS platforms automate work-order generation and prioritisation, but assigning, inspecting and signing off on physical repairs requires presence and a responsible supervisor.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,6.0,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.29,Arrange delivery of goods or services.,58.5,67.5,17.5,35.0,30.0,32.5,32.5,largely_automatable,medium,"Logistics and dispatch platforms already book, route and confirm deliveries end-to-end; only exception handling and negotiation with counterparties still pulls in a human.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,5.3,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.32,Coordinate project activities with other personnel or departments.,22.5,63.5,8.5,75.0,48.5,49.0,40.0,augmentable,medium,"Scheduling, status synthesis and cross-team messaging are highly model-exposed, but securing commitment across departments is fundamentally a negotiation between accountable people.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.33,Direct department activities.,10.0,46.5,20.0,80.0,62.5,75.0,55.0,human_anchored,high,"Departmental direction bundles staffing, discipline and resource allocation over identified employees — decisions an organisation must attribute to a responsible manager.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,8.3,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.34,Coordinate reporting or editing activities.,38.5,82.5,6.5,51.0,42.5,46.5,37.5,augmentable,medium,"Drafting, assignment triage and copy review are squarely in model capability, yet editorial accountability for what is published and the handling of writers stays with a named editor.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,15.1,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.35,Manage preparation of special meals or diets.,21.5,51.0,56.5,47.5,43.5,58.5,62.5,resistant,medium,"Therapeutic menu planning against dietary restrictions is well-handled by software, but overseeing actual food preparation and allergen safety demands physical supervision and a clinically responsible person.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,8.3,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.36,Coordinate resource procurement activities.,47.5,69.0,12.5,45.0,40.0,50.0,42.5,augmentable,medium,"E-procurement systems already automate requisition, sourcing and reordering; supplier negotiation and contract commitment remain human-signed.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,9.0,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.37,Coordinate operational activities.,24.0,56.5,22.5,61.5,48.5,50.0,42.5,augmentable,low,"Broadly stated coordination is largely information routing and scheduling that tools do well, but the binding constraint is getting people to act, which requires a person with standing.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,10.1,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.38,Manage healthcare operations.,10.0,50.0,25.0,70.0,66.5,88.5,82.5,human_anchored,high,"Healthcare operations sit inside licensure, accreditation and patient-safety regimes that require a named administrator or clinical leader to answer for decisions.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.39,"Direct organizational operations, projects, or services.",8.0,49.0,16.0,75.0,67.5,80.0,60.0,human_anchored,high,"General organisational direction is the exercise of delegated authority over resources and people; capability aside, fiduciary and governance norms require an identifiable human principal.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:31Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.4,Direct equipment maintenance or repair activities.,16.0,40.0,52.5,57.5,50.0,60.0,62.5,resistant,medium,"Scheduling and prioritising maintenance is software-assisted, but directing crews on physical equipment requires on-site supervision and a person answerable for safety lockouts and repair adequacy.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,11.9,claude-opus-5;claude-sonnet-5
4.A.4.b.4.j.5,Coordinate sales campaigns.,32.5,70.0,10.0,55.0,47.5,35.0,32.5,augmentable,medium,"Campaign planning, copy and analytics are highly LLM-exposed, but marshalling a sales team and negotiating priorities across stakeholders remains a coordination role held by a person.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,9.3,claude-opus-5;claude-sonnet-5
4.A.4.b.4.k.4,Coordinate enforcement of laws or regulations.,9.0,42.5,37.5,67.5,70.0,88.5,81.5,human_anchored,high,Enforcement discretion and the deployment of officers carry statutory authority and due-process liability that must rest with a named official.,2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,9.6,claude-opus-5;claude-sonnet-5
4.A.4.b.6.a.1,"Provide health and wellness advice to patients, program participants, or caregivers.",25.0,72.5,12.5,75.0,57.5,70.0,60.0,augmentable,medium,"Generic wellness guidance is already delivered by apps and chatbots, but individualised advice tied to a patient's condition triggers clinical accountability and depends on motivational rapport.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,5.0,claude-opus-5;claude-sonnet-5
4.A.4.b.6.a.2,Advise patients on preventive care techniques.,35.0,80.0,10.0,62.5,42.5,57.5,47.5,augmentable,medium,Preventive-care content is protocolised and well within model capability; the constraint is licensure for patient-facing counselling and the behaviour-change relationship that drives adherence.,2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,8.6,claude-opus-5;claude-sonnet-5
4.A.4.b.6.a.4,Advise patients on effects of health conditions or treatments.,18.5,77.5,7.5,70.0,65.0,82.5,75.0,human_anchored,high,Explaining prognosis and treatment effects is informed-consent territory: the content is textual but a licensed clinician must own the communication and its interpretation.,2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,6.0,claude-opus-5;claude-sonnet-5
4.A.4.b.6.a.5,Advise patients on healthcare system processes.,52.5,84.0,6.5,47.5,27.5,35.0,35.0,largely_automatable,medium,"Navigating referrals, coverage and paperwork is rule-based information retrieval that chatbots and payer portals already handle, though confused or distressed patients still need a human fallback.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,8.0,claude-opus-5;claude-sonnet-5
4.A.4.b.6.b.1,Recommend types of assistive devices.,22.5,65.0,27.5,57.5,55.0,62.5,55.0,resistant,medium,"Device matching requires physical assessment and fitting of the individual body, and prescription-grade recommendations sit with a licensed therapist or clinician.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,11.4,claude-opus-5;claude-sonnet-5
4.A.4.b.6.b.2,Advise customers on technical or procedural issues.,60.0,87.5,10.0,40.0,32.5,25.0,27.5,largely_automatable,high,Technical support diagnosis over text and voice is already widely automated with retrieval over documentation; escalation of novel or irate cases is the residual human slice.,2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.4.b.6.b.3,Advise customers on the use of products or services.,62.5,87.5,10.0,37.5,25.0,20.0,22.5,largely_automatable,high,"Product usage guidance is documented knowledge delivered conversationally, the canonical deployed use case for LLM assistants.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.4.b.6.b.4,Recommend products or services to customers.,73.5,82.5,7.5,37.5,25.0,17.5,17.5,largely_automatable,high,Recommender systems plus conversational agents already drive most retail suggestion at scale; only high-consideration or high-trust sales still hinge on a human relationship.,2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,8.3,claude-opus-5;claude-sonnet-5
4.A.4.b.6.c.1,Advise others about environmental management or conservation.,22.5,72.5,17.5,52.5,62.5,52.5,45.0,augmentable,medium,"Synthesising regulations, site data and best practice is strongly LLM-exposed, but conservation advice rests on contested trade-offs and often on certified sign-off tied to site inspection.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:26Z,2,11.4,claude-opus-5;claude-sonnet-5
4.A.4.b.6.c.2,Advise others regarding green practices or environmental concerns.,26.5,75.0,10.0,55.0,60.0,42.5,35.0,augmentable,medium,"The knowledge base on green practices is well-documented text that models handle well, but the binding constraint is that advice must be tailored to a client's specific operations and accepted by them, which requires contextual fact-gathering and persuasion.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,2.6,claude-opus-5;claude-sonnet-5
4.A.4.b.6.c.3,Advise others on green energy or related technologies.,27.5,78.0,12.5,50.0,60.0,45.0,40.0,augmentable,medium,"Technology comparison, incentive rules and sizing calculations are highly tractable for models; the constraint is site-specific data capture and the fact that a named engineer or consultant typically stands behind a recommendation involving capital expenditure.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,4.3,claude-opus-5;claude-sonnet-5
4.A.4.b.6.c.4,Advise others about land management or conservation.,21.0,66.0,22.5,52.5,66.5,47.5,45.0,augmentable,medium,"Land and conservation advice rests on site inspection, local ecological conditions and contested trade-offs between production and preservation, so remote text reasoning can only prepare and support the recommendation.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.4.b.6.d.1,Provide technical guidance to other personnel.,27.5,72.5,15.0,57.5,52.5,42.5,37.5,augmentable,medium,"Explaining technical matter is squarely in a language model's strength, but guiding personnel means diagnosing what the colleague actually misunderstands and staying answerable for the outcome of their work.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,8.6,claude-opus-5;claude-sonnet-5
4.A.4.b.6.d.2,Provide technical support for software maintenance or use.,55.0,87.5,7.5,37.5,37.5,26.5,27.5,largely_automatable,medium,Deployed AI support agents already resolve a substantial share of software help requests end-to-end from documentation and logs; escalation for novel defects and irate users is the residual human slice.,2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,4.0,claude-opus-5;claude-sonnet-5
4.A.4.b.6.d.3,Provide recommendations to others about computer hardware.,48.5,82.5,8.5,34.0,41.0,25.0,24.0,largely_automatable,medium,Matching specifications and budget to hardware options is a structured comparison task already performed by configurators and recommendation systems; mistakes are cheap and reversible.,2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,6.7,claude-opus-5;claude-sonnet-5
4.A.4.b.6.d.4,Advise others on the development or use of new technologies.,26.5,78.5,7.5,50.0,66.0,40.0,40.0,augmentable,medium,"Advising on emerging technology means forecasting under genuine uncertainty and convincing decision-makers to commit resources, so the model supplies synthesis while a human owns the bet.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,8.1,claude-opus-5;claude-sonnet-5
4.A.4.b.6.d.5,Provide technical support for computer network issues.,45.0,76.0,26.5,34.0,46.0,35.0,42.5,augmentable,medium,"Automated monitoring and scripted remediation cover routine faults, but the binding constraint is that many network problems terminate in cabling, hardware or on-site device access.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,12.3,claude-opus-5;claude-sonnet-5
4.A.4.b.6.d.6,Recommend changes to improve computer or information systems.,34.0,82.5,7.5,37.5,57.5,40.0,40.0,augmentable,medium,Analysing system performance and drafting improvement proposals is strongly model-exposed; what blocks full automation is access to organisational constraints and the need for someone accountable when a recommended change breaks production.,2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,7.4,claude-opus-5;claude-sonnet-5
4.A.4.b.6.e.10,Advise others on business or operational matters.,22.5,75.0,5.0,60.0,70.0,50.0,47.5,augmentable,medium,"Business advice hinges on contested judgment about a specific firm's politics, incentives and private information, and its value comes partly from a trusted adviser relationship rather than the analysis alone.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.4.b.6.e.11,Advise others on ways to improve processes or products.,27.5,75.0,11.5,50.0,62.5,41.0,40.0,augmentable,medium,"Improvement ideas can be generated well from data and documentation, but identifying the real bottleneck usually requires observing the process in situ and securing buy-in from the people who must change.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,5.9,claude-opus-5;claude-sonnet-5
4.A.4.b.6.e.2,Advise others on logistics topics.,35.0,77.5,10.0,41.5,55.0,40.0,42.5,augmentable,medium,"Routing, regulatory and carrier-selection questions are highly structured and already served by optimisation software plus model-based guidance; disruption handling and negotiated exceptions keep a human in the loop.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:50Z,2,7.6,claude-opus-5;claude-sonnet-5
4.A.4.b.6.e.5,Advise others on analytical techniques.,35.0,86.0,4.0,37.5,52.5,30.0,30.0,augmentable,medium,"Explaining and recommending analytical methods is near-pure knowledge transfer that frontier models handle well; the binding constraint is that the advisee must trust and apply the method in a specific data context, which still routes through a credible human expert.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,4.3,claude-opus-5;claude-sonnet-5
4.A.4.b.6.e.7,Recommend organizational process or policy changes.,20.0,75.0,7.5,57.5,72.5,55.0,50.0,augmentable,medium,"Models can draft credible policy and process recommendations, but the binding constraint is tacit organizational politics and the need for someone with standing to own and push the change through stakeholders.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,5.0,claude-opus-5;claude-sonnet-5
4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",27.5,76.5,17.5,40.0,62.5,52.5,52.5,augmentable,medium,"Design and efficiency recommendations are analytically tractable, but they depend on situated knowledge of the physical system and an engineer who can be held answerable if the change degrades safety or quality.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,9.7,claude-opus-5;claude-sonnet-5
4.A.4.b.6.f.1,Advise medical personnel regarding healthcare issues.,12.5,75.0,10.0,62.5,80.0,87.5,86.5,human_anchored,high,"Clinical decision support is genuinely strong, but licensure and malpractice liability require a named clinician to stand behind advice that shapes patient care.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,5.4,claude-opus-5;claude-sonnet-5
4.A.4.b.6.f.2,Advise communities or institutions regarding health or safety issues.,13.5,67.5,15.0,72.5,75.0,77.5,75.0,human_anchored,medium,"Community health and safety guidance is as much about trust, local context and public credibility as about content; an accountable official or professional must deliver and defend it.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.4.b.6.f.4,"Advise athletes, coaches, or trainers on exercise regimens, nutrition, or equipment use.",32.5,70.0,27.5,62.5,52.5,42.5,42.5,augmentable,medium,"Apps already generate training and nutrition plans, but observing movement, fitting equipment and sustaining athlete motivation require in-person presence and rapport.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,11.4,claude-opus-5;claude-sonnet-5
4.A.4.b.6.f.5,Advise others on healthcare matters.,15.0,77.5,10.0,65.0,77.5,85.0,85.0,human_anchored,high,"Health advice is information-rich and well within model capability, but the duty of care and regulatory exposure attached to health guidance keeps a licensed human responsible.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.4.b.6.g.2,Advise students on academic or career matters.,22.5,67.5,7.5,80.0,57.5,45.0,40.0,augmentable,medium,"Course selection and career information is easily automated, but the counselling relationship — eliciting a student's real constraints, motivation and distress — is the substance of the work.",2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,8.6,claude-opus-5;claude-sonnet-5
4.A.4.b.6.g.5,"Advise educators on curricula, instructional methods, or policies.",20.0,73.5,7.5,62.5,62.5,47.5,40.0,augmentable,medium,Curriculum and pedagogy recommendations are text-and-evidence work models do well; adoption hinges on classroom-level context and persuading teachers who must implement it.,2026-09-16.1,claude-opus-5,2026-09-16T22:05:57Z,2,6.7,claude-opus-5;claude-sonnet-5
