dwa_id,dwa_title,susceptibility,exposure,anchoring,stakes,deployment_gap,verdict,confidence,n_occupations,n_tasks,rationale
4.A.1.b.2.l.2,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",44.5,27.5,38.4,46.2,-26.0,augmentable,medium,27,43,"Built-in self-test, automated test equipment and telemetry diagnostics cover much of the measurement, yet hooking up probes and fixturing non-instrumented hardware still requires hands."
4.A.4.c.2.a.3,Hire personnel.,44.5,42.5,53.6,70.8,30.0,human_anchored,high,5,5,"Employment-law exposure and the contractual nature of an offer require a named manager to own the decision, regardless of how well models rank candidates."
4.A.4.c.1.c.1,Operate cash registers.,44.4,17.5,28.7,18.2,-65.0,largely_automatable,high,1,1,"Self-checkout and card/mobile payment systems have already displaced the transactional core; what remains is item handling, age checks and cash-drawer custody at the physical point of sale."
4.A.3.b.5.c.5,Maintain laboratory or technical equipment.,44.3,35.0,46.4,49.2,18.5,resistant,medium,13,14,Calibration and servicing of instruments must be performed and certified on the bench; accreditation regimes require a named technician's calibration record even where data analysis is automated.
4.A.1.b.2.c.1,"Test materials, solutions, or samples.",44.2,27.5,39.1,43.8,-32.5,augmentable,medium,1,1,"Automated sampling and instrumentation handle routine standardized assays well, but sample preparation, loading and non-standard matrices still demand hands in the lab."
4.A.1.b.2.c.2,Test products for functionality or quality.,44.2,27.5,39.1,43.8,-35.0,augmentable,medium,6,7,"Automated test rigs and machine-vision inspection are mature on high-volume production lines, but fixturing, low-volume or novel products, and functional edge cases still require a technician."
4.A.2.b.3.a.9,Attend conferences or workshops to maintain professional knowledge.,44.2,27.5,39.1,26.2,19.5,human_anchored,medium,6,8,"The binding constraint is that attendance itself, including the networking and CE-credit attestation tied to a named individual, cannot be delegated; only the note-taking and summarising slice is machine-substitutable."
4.A.1.a.2.g.13,Monitor work environment to ensure safety or adherence to specifications.,44.1,37.5,49.4,62.5,0.0,resistant,medium,1,1,"Fixed sensors and machine vision cover known hazard classes, but walking a site and noticing unanticipated deviations from spec still needs an on-site, answerable observer."
4.A.2.a.4.j.2,Analyze forensic evidence to solve crimes.,44.1,45.0,56.8,87.0,27.5,human_anchored,high,2,12,"Instruments and database matching automate parts of the workflow, but chain-of-custody, admissibility and courtroom testimony legally require an identifiable expert to own every interpretive step."
4.A.2.b.2.k.4,Design medical devices or appliances.,44.1,47.5,59.2,89.5,36.5,human_anchored,medium,6,7,"Regulatory design-control regimes require a named engineer accountable for risk analysis and verification of a device that can kill a patient, so even excellent AI-generated designs must be owned by a qualified human."
4.A.3.b.1.f.2,Operate digital imaging equipment.,44.1,25.0,36.9,35.0,-15.0,resistant,low,1,2,"Automated exposure and image-processing settings are mature, but positioning the subject or document and physically running the scanner or camera ties the work to a location and a pair of hands."
4.A.4.a.1.e.3,Confer with clients to discuss treatment plans or progress.,44.1,50.0,61.9,77.5,40.0,human_anchored,high,3,3,"Treatment planning conferences require therapeutic alliance, consent and clinical responsibility; model assistance is confined to preparation and documentation."
4.A.4.b.4.j.38,Manage healthcare operations.,44.1,50.0,61.8,85.5,40.0,human_anchored,high,15,19,"Healthcare operations sit inside licensure, accreditation and patient-safety regimes that require a named administrator or clinical leader to answer for decisions."
4.A.1.b.2.a.8,Test biological specimens to gather information about patient conditions.,43.9,32.5,44.7,68.8,-32.5,augmentable,medium,10,10,"High-throughput clinical analyzers already automate the assay chemistry, but specimen handling, pre-analytic prep and the licensed sign-off on abnormal or equivocal results keep a certified human in the loop."
4.A.1.b.3.a.6,Measure distances or dimensions.,43.9,11.5,23.6,23.0,-71.5,largely_automatable,high,1,1,"Coordinate measuring machines, laser scanners, LiDAR and machine vision are commercially routine for dimensional metrology; the residual human role is placing or presenting the object, not determining the number."
4.A.4.b.3.f.5,"Train patients, family members, or caregivers in techniques for managing disabilities or illnesses.",43.9,52.5,64.8,67.5,39.0,human_anchored,high,11,18,"Tailoring disease-management technique to a specific household while handling fear, grief and adherence is irreducibly relational, and a licensed professional must be accountable for the instruction given."
4.A.4.b.4.e.5,Direct scientific activities.,43.9,47.5,59.7,71.2,39.0,human_anchored,medium,5,7,Setting research direction and leading scientific staff turns on contested priority judgments and personal authority over a team; AI can draft plans and synthesize literature but cannot own the direction.
4.A.4.b.1.c.5,Collaborate with law enforcement or security agencies to share information.,43.7,45.0,57.7,83.2,37.5,human_anchored,medium,1,1,"Sharing information with police or security agencies carries legal privacy, evidentiary and safety liability that requires a named accountable person, even though the drafting and matching work is automatable."
4.A.1.b.2.a.2,Administer screening tests to determine abilities or treatment needs.,43.6,47.5,60.3,66.2,17.5,human_anchored,medium,1,1,"Digital screening instruments can be self-administered and auto-scored, yet eliciting valid responses from children, patients in distress or those with impairments is inherently relational and the resulting treatment decisions require a responsible professional."
4.A.4.c.2.a.7,"Hire farming, fishing or forestry workers.",43.6,33.5,46.2,52.5,20.0,human_anchored,medium,1,1,"Field hiring of seasonal crews happens face-to-face, often informally and under labour-and-immigration compliance rules that demand an accountable employer of record."
4.A.1.a.2.k.9,Evaluate construction projects to determine compliance with external standards or regulations.,43.4,50.0,63.1,82.5,34.0,human_anchored,high,1,1,Code compliance turns on physical inspection of partly concealed work at a site and on a certified inspector's signature that carries structural-safety liability.
4.A.1.a.2.i.6,Inspect condition of natural environments.,43.3,32.5,45.9,46.2,5.0,resistant,medium,6,7,"Satellite and drone imagery automate landscape-scale change detection, but assessing soil, species and habitat condition demands on-the-ground expert observation."
4.A.4.b.4.a.13,Supervise employees.,43.3,37.5,50.9,58.8,26.0,human_anchored,high,4,4,"Algorithmic scheduling and performance analytics are widely deployed, but employment law and the relational substance of managing people require a responsible human supervisor."
4.A.4.b.1.d.5,Coordinate artistic activities.,43.2,37.5,51.0,30.0,27.5,resistant,low,1,1,"Marshalling performers, rehearsals and creative logistics requires on-site presence and real-time interpersonal direction; only the calendaring and logistics paperwork slices off."
4.A.4.b.4.a.10,Supervise scientific or technical personnel.,43.1,40.0,53.8,62.5,31.5,human_anchored,high,20,20,"Scheduling, review drafting and progress tracking are assistable, but directing and evaluating staff is an authority relationship in which a named manager must own personnel decisions."
4.A.2.b.1.i.1,Implement organizational process or policy changes.,43.0,40.0,54.1,61.2,30.0,human_anchored,high,5,8,"Implementation, as opposed to drafting, is change management: securing buy-in, exercising authority over staff and absorbing resistance, none of which can be delegated to a system that no one reports to."
4.A.4.a.2.c.6,Communicate with others to coordinate vehicle movement.,42.8,37.5,51.9,70.0,-2.5,human_anchored,medium,1,1,"Automated ground-movement and traffic-control aids exist, but responsibility for real-time vehicle separation rests with licensed controllers and spotters because errors are immediate and physical."
4.A.4.b.3.f.10,Teach medical procedures to healthcare personnel.,42.8,55.0,69.4,85.0,45.0,human_anchored,high,5,6,Procedural skill transfer requires supervised hands-on practice and a credentialed clinician who signs off on competence; patient-safety liability cannot be delegated to a system.
4.A.1.b.3.a.3,Measure physical or chemical properties of materials or objects.,42.7,20.0,34.6,40.0,-41.5,augmentable,medium,6,11,"Instrumentation and automated analysers handle the measurement itself, but sample preparation, fixturing and instrument calibration still require hands on the material; the binding constraint is physical sample handling rather than cognition."
4.A.3.a.2.i.5,Adjust equipment to ensure optimal performance.,42.6,25.0,39.8,37.5,-12.5,augmentable,low,1,1,"Closed-loop and adaptive control automate parameter tuning where sensors exist, but the generic form covers much hands-on mechanical adjustment with no actuation path."
4.A.4.b.4.c.1,Coordinate forestry or agricultural activities.,42.4,37.5,52.8,47.5,21.0,resistant,medium,2,2,"Weather, biology and equipment variability force on-site judgment and crew coordination; farm-management software optimises scheduling but cannot own the field decisions."
4.A.4.b.4.j.4,Direct equipment maintenance or repair activities.,42.3,40.0,55.3,61.2,24.0,resistant,medium,7,8,"Scheduling and prioritising maintenance is software-assisted, but directing crews on physical equipment requires on-site supervision and a person answerable for safety lockouts and repair adequacy."
4.A.4.a.1.e.2,Confer with family members to discuss client treatment plans or progress.,42.2,47.5,63.1,77.5,38.5,human_anchored,high,2,2,"The substance is a negotiated, emotionally charged conversation with a family about care decisions; the relationship and the clinician's accountability for the plan are the work itself."
4.A.4.a.2.d.5,Collaborate with healthcare professionals to plan or provide treatment.,42.2,53.5,69.2,88.2,43.5,human_anchored,high,51,63,"The activity bundles joint deliberation with actual treatment delivery, so both licensure accountability and hands-on presence keep it lodged in clinicians."
4.A.3.a.2.i.6,Calibrate equipment to specifications.,42.0,22.5,38.5,47.5,-20.0,augmentable,medium,1,1,"Calibration against a written spec is rule-bound and increasingly software-driven, yet physical setup and the accountable sign-off keep a technician in the loop."
4.A.3.a.3.f.10,Operate photographic developing or print production equipment.,42.0,12.5,28.4,16.2,-56.5,augmentable,medium,1,1,"Modern digital print and processing lines run largely on automated cycles, but loading media, chemistry handling, color checks and jam clearing still require a body at the machine."
4.A.1.a.2.e.4,Monitor animal behavior or condition.,41.9,30.0,46.1,47.5,1.0,augmentable,medium,2,2,"Precision-livestock sensors and vision systems reliably flag lameness, feeding and estrus in confined settings, yet diagnosing subtle condition changes and handling the animal still requires a stockperson on site."
4.A.1.b.2.g.18,Inspect equipment to ensure proper functioning.,41.9,27.5,43.8,50.0,-12.5,resistant,medium,5,5,"Built-in self-test and predictive-maintenance analytics automate the checks on modern connected equipment, but most legacy plant still needs a human to look, listen and actuate controls."
4.A.2.a.1.d.1,Evaluate performance of educational staff.,41.9,45.0,61.2,72.5,34.0,human_anchored,high,2,2,"Teacher evaluation drives employment decisions subject to union contracts and due process, requiring classroom observation and a named supervisor's accountable judgment."
4.A.2.b.1.f.1,Diagnose dental conditions.,41.9,50.0,66.2,85.0,35.0,human_anchored,high,2,2,"Caries and radiograph AI detection is commercially deployed, but diagnosis still needs intraoral examination, tactile probing and a licensed dentist to own the finding."
4.A.3.a.3.d.2,Create advanced digital images of patients using computer imaging systems.,41.9,32.5,48.8,60.0,-15.0,augmentable,medium,7,10,"Reconstruction and rendering software does the computational work, but acquiring usable images still requires a technologist positioning and reassuring a live patient."
4.A.4.b.4.a.3,Supervise trainees.,41.8,35.0,51.3,53.2,26.0,human_anchored,high,3,3,"The binding constraint is the developmental relationship: assessing a novice's readiness, correcting them in the moment and vouching for their competence requires a named human mentor, even though AI can draft curricula and feedback."
4.A.4.b.4.c.2,Manage agricultural or forestry operations.,41.8,38.5,54.9,54.5,25.0,resistant,medium,5,15,"Managing a biological production system spans labour, capital, regulatory compliance and irreversible seasonal bets, so decision support helps but a responsible operator remains the constraint."
4.A.4.b.4.e.1,Direct surveying activities.,41.8,37.5,54.0,62.0,25.0,resistant,medium,3,5,"Survey data capture is heavily instrumented, but a licensed surveyor must direct field crews and certify boundary results with legal liability attached."
4.A.3.b.5.a.18,Maintain electromechanical equipment.,41.7,29.0,45.6,45.0,11.5,resistant,medium,2,6,"Electromechanical servicing couples electrical fault tracing, which models can guide, with physical disassembly and alignment that must be done on site."
4.A.1.a.1.f.4,Collect data about project sites.,41.6,27.5,44.4,40.0,0.0,resistant,medium,7,8,"Site characterisation requires physical presence to observe conditions that remote sensing under-samples, such as subsurface, access and adjacent-use details."
4.A.1.b.3.a.17,Measure the level or depth of water or other liquids.,41.6,6.5,23.4,25.5,-80.0,largely_automatable,high,1,1,"Ultrasonic, float and pressure level sensors with telemetry already replace manual gauging almost everywhere; only initial installation needs a physical presence."
4.A.1.b.2.c.4,Test characteristics of materials or structures.,41.4,27.5,44.7,51.2,-25.0,augmentable,medium,9,10,"Universal testing machines and NDT equipment run instrumented protocols automatically, but specimen mounting and in-situ structural testing require physical presence."
4.A.1.b.1.a.3,Mark materials or objects for identification.,41.2,12.5,30.0,22.5,-58.5,largely_automatable,medium,1,1,"Labelling and marking is already mechanised in high-volume settings via print-and-apply and laser marking systems; the binding constraint is only the physical handling of varied, unstructured items in low-volume or field contexts."
4.A.1.b.2.c.6,Test fluids to identify contamination or other problems.,41.1,22.5,40.3,51.2,-45.0,augmentable,medium,1,1,Inline sensors and automated fluid analyzers already do continuous contamination monitoring; the residual human role is drawing samples from equipment in the field.
4.A.3.b.2.d.3,Create physical models or prototypes.,41.1,25.0,42.8,33.8,-10.0,augmentable,medium,8,9,"Additive manufacturing and CNC already turn digital models into parts unattended, but fixturing, finishing, assembly and hands-on evaluation of the prototype require bodily presence in the shop."
4.A.4.a.6.c.2,Demonstrate products to consumers.,41.1,32.5,50.3,23.8,17.5,resistant,medium,3,3,Live product demonstration requires physically handling the item in front of an audience and reading their reactions; video substitutes exist but do not replace in-person demos.
4.A.1.a.2.e.1,Monitor patient progress or responses to treatments.,41.0,50.0,68.1,88.8,27.5,human_anchored,high,28,29,"Models can synthesise labs, vitals and notes well, but clinical responsibility for interpreting a patient's trajectory and changing treatment is legally vested in a licensed clinician who must also observe the patient directly."
4.A.4.b.4.a.6,Direct activities of subordinates.,41.0,35.0,53.1,59.8,25.0,human_anchored,high,2,2,"Algorithmic task dispatch exists and is widely deployed, but directing people carries legal employer authority and motivational weight that cannot be delegated to a system."
4.A.1.b.2.c.7,Test quality of materials or finished products.,40.9,25.0,43.1,52.5,-37.5,augmentable,medium,8,11,"Automated QC stations and vision systems cover repetitive gauging and defect detection, but sampling plans, disposition of borderline lots and certification signatures remain human."
4.A.3.a.2.ak.1,Stock products or parts.,40.9,12.5,30.7,13.8,-30.0,resistant,medium,1,1,"Warehouse goods-to-person robotics handle replenishment in engineered facilities, but shelf-level stocking of heterogeneous items in retail environments remains a dexterity problem unsolved at scale."
4.A.3.b.6.e.1,Record images needed to address work issues.,40.9,20.0,38.1,32.5,-5.0,resistant,medium,2,2,Someone or something must be physically at the scene with a camera and choose what evidence to capture; fixed cameras and drones automate only pre-arranged viewpoints.
4.A.3.b.5.c.7,Maintain test equipment.,40.8,25.0,43.5,45.0,6.5,resistant,medium,5,6,"Calibration, cleaning, part replacement and functional checks on physical instruments demand dexterous hands-on work in situ; software can schedule and log maintenance but cannot perform it."
4.A.4.b.4.j.10,Direct green energy production operations.,40.8,40.0,58.3,78.2,23.5,resistant,low,1,1,"Generation plants run under heavy SCADA automation, yet directing the operation entails grid-compliance and safety responsibility plus physical intervention during abnormal events."
4.A.4.a.7.c.1,Resolve employee or contractor problems.,40.7,40.0,58.7,66.2,31.0,human_anchored,high,1,1,"Employment grievances and contractor disputes require a trusted, legally accountable human to hear the parties and own the settlement; LLMs can only prep policy analysis and draft language."
4.A.4.b.6.j.7,Counsel clients or patients regarding personal issues.,40.7,46.5,65.1,76.8,39.0,human_anchored,high,2,2,"Reading distress, building rapport and adapting to a person's lived circumstances is the substance of the activity; duty of care and disclosure obligations keep a named human in the role."
4.A.1.b.2.e.15,Inspect condition or functioning of facilities or equipment.,40.6,30.0,48.8,57.5,-7.5,augmentable,medium,2,2,"Condition monitoring sensors and predictive analytics automate a growing share for instrumented assets, but most facility and equipment checks still need a technician on site with eyes and hands."
4.A.1.b.2.g.11,Inspect equipment or systems.,40.6,27.5,46.2,55.0,-10.0,resistant,medium,7,7,"Instrumented condition monitoring covers sensored assets, but generic inspection still means physically reaching, opening and sensing equipment that is not wired for telemetry."
4.A.1.a.2.f.6,Monitor activities of individuals to ensure safety or compliance with rules.,40.5,35.0,54.1,66.2,5.0,resistant,medium,1,1,"Camera-based behaviour analytics can flag anomalies, but judging intent, intervening with the person and bearing responsibility for a safety call keeps a human present."
4.A.1.b.2.e.14,Inspect facilities for cleanliness.,40.5,22.5,41.6,38.8,-12.5,resistant,medium,1,1,"Judging cleanliness means being physically present, looking under and behind things and sometimes swabbing; sensors and cameras cover only a fraction of the surfaces that matter."
4.A.4.a.7.a.3,Mediate disputes.,40.4,47.5,66.6,70.0,38.5,human_anchored,high,4,4,"Neutrality, trust and the capacity to manage emotion between adversaries are the substance of mediation, and legal or professional frameworks require an identifiable, accountable neutral."
4.A.3.a.2.au.4,Prepare compounds or solutions for products or testing.,40.3,22.5,41.9,47.5,-21.5,augmentable,medium,6,7,Automated dispensing and formulation systems perform routine weighing and dilution reliably; the binding constraint is physical handling of diverse reagents and hazardous materials plus verification of concentration accuracy.
4.A.1.b.3.a.9,Measure ingredients.,40.2,10.0,29.7,28.2,-56.5,augmentable,medium,1,1,"Industrial batching and gravimetric dosing systems are fully automated, but the same activity in kitchens, pharmacies and small-batch shops requires manual handling of variable containers and materials that no deployed manipulator handles economically."
4.A.3.b.5.a.16,Maintain work equipment or machinery.,40.1,24.5,44.4,41.5,8.5,resistant,low,1,1,"Generic hands-on upkeep of heterogeneous machinery; the physical variability of access, fasteners and wear defeats today's robotics even where scheduling and logging are automated."
4.A.4.b.4.a.15,Supervise technical medical personnel.,40.1,37.0,56.8,72.5,29.5,human_anchored,high,8,8,Regulatory frameworks for diagnostic and technical medical services name a qualified supervisor who must vouch for personnel competence and procedure quality.
4.A.4.b.4.j.24,Direct industrial production activities.,40.1,41.5,61.2,72.5,26.5,resistant,medium,9,9,"Production scheduling and line analytics are software-assisted, but directing a plant means on-floor supervision of crews and safety-critical decisions that a named supervisor must own."
4.A.1.b.3.a.10,Measure ingredients or substances to be used in production processes.,40.0,11.0,30.9,36.2,-69.0,largely_automatable,high,1,1,"Gravimetric batching and automated dosing systems are mature, commercially standard equipment; the task is a deterministic measurement against a recipe."
4.A.3.a.2.i.4,Calibrate scientific or technical equipment.,40.0,25.0,45.1,56.2,-10.0,augmentable,medium,20,24,"Automated calibration routines and drift computation are common, but traceable calibration requires physically connecting standards and a signed certificate from an accredited technician."
4.A.4.a.5.l.7,Treat chronic diseases or disorders.,40.0,47.5,67.6,83.8,38.5,human_anchored,high,20,34,"Chronic disease management is heavily information-based and algorithm-assisted, but prescribing authority, longitudinal patient relationship and adherence coaching keep a licensed human accountable."
4.A.4.b.6.j.6,Counsel clients on mental health or personal achievement.,40.0,47.5,67.6,83.8,40.0,human_anchored,high,5,13,"Chatbots can deliver structured self-help content, but licensed mental-health counseling requires therapeutic alliance, risk assessment for self-harm and a clinician answerable for the outcome."
4.A.1.a.1.c.7,Investigate illegal or suspicious activities.,39.9,45.0,65.1,84.5,30.0,human_anchored,high,2,2,"Investigation blends surveillance, interviewing and discretionary judgment about people's liberty; automated detection supplies leads but not the authority or the situational reading."
4.A.3.b.5.a.1,Maintain mechanical equipment.,39.9,25.0,45.1,43.0,9.0,resistant,medium,1,1,"Lubrication, adjustment and part replacement demand hands on machinery in unstructured settings; sensor-based condition monitoring automates the detection half but not the intervention."
4.A.4.b.4.a.12,Supervise workers providing client or patient services.,39.9,36.0,56.2,67.5,27.5,human_anchored,high,3,3,Overseeing service delivery requires on-the-spot observation of staff-client interaction and intervention authority that cannot be delegated to a system.
4.A.1.b.2.e.12,Inspect facilities or sites to determine if they meet specifications or standards.,39.8,40.0,60.3,71.2,17.5,human_anchored,high,13,17,"Compliance inspection requires walking the site and a licensed inspector who is legally answerable for the certification, even where drones and checklists assist evidence gathering."
4.A.4.b.4.j.26,Direct energy production or management activities.,39.8,42.5,62.9,85.8,22.5,resistant,medium,4,10,"SCADA and automated dispatch already handle much of the control loop, but licensed operators must remain answerable for grid/plant decisions with catastrophic failure modes."
4.A.4.b.4.a.11,Supervise medical support personnel.,39.4,35.0,56.1,70.5,27.5,human_anchored,high,7,8,Clinical delegation rules and licensure make a specific supervising professional legally answerable for what support staff do to patients.
4.A.1.b.2.l.7,Test mechanical systems to ensure proper functioning.,39.2,20.0,41.6,50.0,-22.5,augmentable,medium,1,1,"Condition-monitoring sensors flag anomalies automatically, but functional run-up checks of mechanical assemblies typically require an operator present to actuate and observe them."
4.A.4.b.4.e.6,Direct natural resources management or conservation programs.,39.2,42.5,64.2,76.8,35.0,human_anchored,medium,5,8,"Conservation program leadership involves stakeholder negotiation, regulatory accountability and field oversight; models help with monitoring data and plan drafting only."
4.A.4.a.5.b.1,Treat patients using psychological therapies.,39.1,47.5,69.4,82.5,38.5,human_anchored,high,7,9,"The therapeutic alliance itself is the active ingredient, and licensure plus suicide/harm risk require a named clinician; chatbots can deliver manualised CBT content but cannot own the case."
4.A.4.b.4.j.23,Direct healthcare delivery programs.,39.1,45.0,66.9,89.0,37.0,human_anchored,high,12,13,"Clinical program direction is legally tied to licensed accountability for patient safety and to leading clinical staff, regardless of how much analytics is automated."
4.A.3.b.6.e.3,"Document events or evidence, using photographic or audiovisual equipment.",38.9,25.0,47.2,56.2,-10.0,resistant,medium,4,4,"Capturing evidence requires a camera physically present at the scene with framing choices made in situ; fixed automated cameras cover only a narrow slice, and chain-of-custody integrity demands a named human."
4.A.4.a.6.c.9,Distribute promotional literature or samples to customers.,38.9,15.0,37.2,13.8,-30.0,resistant,medium,1,1,"Mail and fulfilment channels are automated, but handing samples or flyers to people in a store, event or street setting requires physical presence and dexterity no deployed system provides."
4.A.1.a.2.e.2,Monitor clients to evaluate treatment progress.,38.8,42.5,65.0,74.0,27.5,human_anchored,medium,1,1,"Judging whether a client is actually improving depends on rapport, affect and disclosure within a therapeutic relationship; the evidence is generated by the human contact itself."
4.A.3.a.2.aa.3,Fabricate products or components using machine tools.,38.8,16.5,38.8,36.2,-42.5,augmentable,medium,2,2,"CNC machining with automated tool changers and pallet loading is mature and CAM programming is increasingly model-assisted; setup, workholding, inspection and troubleshooting still bind a machinist to the cell."
4.A.3.a.2.at.10,Set up laboratory or field equipment.,38.8,20.0,42.4,37.5,5.0,resistant,medium,9,9,"Setup means physically arranging, connecting and calibrating varied apparatus in unstandardised spaces; only fully integrated lab-automation cells do this without hands, and field deployment is wholly manual."
4.A.3.a.2.m.9,Prepare materials for processing.,38.8,12.5,35.0,27.5,-35.0,resistant,medium,3,3,"Bulk feeding, batching and dosing are heavily automated in continuous process plants, but non-uniform materials and manual loading in smaller operations still require hands."
4.A.4.b.1.c.9,Represent the organization in external relations.,38.8,40.0,62.4,71.2,35.0,human_anchored,high,1,1,Representation is inherently a matter of a person standing for the organization and being answerable for what is said; delegation to a machine defeats the purpose of the role.
4.A.4.b.4.i.7,Manage construction activities.,38.8,42.5,65.0,80.5,31.5,human_anchored,medium,1,2,"Project management tooling automates cost/schedule tracking, but contractual and safety accountability for the build rests with a licensed or designated manager on site."
4.A.4.b.4.k.4,Coordinate enforcement of laws or regulations.,38.8,42.5,65.0,85.0,33.5,human_anchored,high,1,1,Enforcement discretion and the deployment of officers carry statutory authority and due-process liability that must rest with a named official.
4.A.3.a.3.i.3,Operate laboratory equipment to analyze medical samples.,38.6,22.5,45.3,68.8,-45.0,augmentable,high,7,8,"Clinical chemistry and hematology analyzers with track systems already automate the analytic run end-to-end, but specimen integrity checks, instrument QC and the licensure-bound sign-off on results keep a certified technologist in the loop."
4.A.4.a.5.b.2,Implement therapeutic programs to improve patient functioning.,38.6,45.0,67.8,71.2,31.5,resistant,medium,1,1,"Program design and progress tracking are highly model-exposed, but implementation means in-person coaching, motivating and adapting to a patient in real time."
4.A.3.a.2.al.3,Collect geographical or geological field data.,38.4,17.5,40.6,32.5,-16.5,augmentable,medium,7,11,"Remote sensing, drones and instrumented logging capture much field data automatically, yet outcrop interpretation, sample selection and terrain access still require a geoscientist on site."
4.A.3.b.1.c.2,Install computer hardware.,38.3,12.5,35.9,28.8,-11.5,resistant,high,8,12,"Racking, cabling and seating components demands dexterous hands in a specific room; no deployed robot handles heterogeneous hardware installs, so only the planning and documentation slices are automatable."
4.A.1.b.2.a.5,Conduct diagnostic tests to determine patient health.,38.1,42.5,66.2,82.5,15.0,human_anchored,high,4,4,"Sample and image acquisition demand physical presence, and diagnostic conclusions carry licensure liability that requires a named clinician to sign regardless of model accuracy."
4.A.1.a.1.f.3,Gather physical survey data.,38.0,18.5,42.5,42.5,-15.5,resistant,high,4,9,"Data must be captured in situ; drones, LiDAR and GNSS rigs automate parts of the capture but instrument placement, ground truthing and access decisions still need a body on the terrain."
4.A.1.a.2.b.19,Monitor the handling of hazardous materials or medical wastes.,38.0,35.0,58.9,85.8,17.5,human_anchored,high,2,2,Hazardous and medical waste handling is governed by regulations that name a responsible custodian and require physical verification of containment and manifests; tracking software supports but cannot substitute.
4.A.3.a.1.h.6,Clean objects.,37.8,5.0,29.4,13.8,-45.0,resistant,medium,6,6,"Industrial parts washers and cleaning machines automate the repetitive cases, but arbitrary objects and surfaces still require dexterous human handling."
4.A.3.a.2.ap.5,Package materials or products.,37.8,7.5,31.9,20.0,-57.5,largely_automatable,high,1,1,"High-throughput packaging lines are routinely fully automated; irregular, fragile or low-volume mixed items still defeat deployed grippers, keeping some human packing."
4.A.3.b.4.f.2,Maintain medical laboratory equipment.,37.8,27.5,51.9,67.5,11.0,resistant,medium,7,8,"Modern analyzers self-calibrate and flag faults, but physical servicing, reagent handling and QC verification still require a technologist present and accountable under lab accreditation rules."
4.A.4.b.2.a.6,Encourage patients or clients to develop life skills.,37.8,35.0,59.3,51.2,27.5,human_anchored,medium,3,3,Motivating behaviour change in clients hinges on a trusted human relationship and clinical accountability; digital coaching tools supplement rather than replace it.
4.A.3.a.1.e.7,Dispose of trash or waste materials.,37.7,5.0,29.7,16.2,-45.0,resistant,medium,1,1,"Automated bin lifts and some warehouse waste handling exist, but general trash collection across unstructured environments still needs human hands and mobility."
4.A.3.a.2.ap.4,Package materials for transport.,37.7,7.5,32.2,21.2,-58.5,largely_automatable,high,2,2,"Automated case packers, palletisers and shrink-wrappers are mature commercial technology; the constraint is capital cost and product variety, not capability."
4.A.4.a.4.a.1,Develop collaborative relationships between departments or with external organizations.,37.7,30.0,54.7,46.2,22.0,human_anchored,high,3,3,Trust between organisations is held by named individuals with reputations and reciprocal obligations; software can schedule and draft but cannot be the party to a relationship.
4.A.1.a.2.e.5,Monitor health or behavior of people or animals.,37.5,35.0,60.0,67.5,12.5,resistant,low,1,1,"Written broadly, this spans wearables-based tracking through direct custodial observation; the in-person duty of care over a living subject is what blocks end-to-end automation."
4.A.4.b.4.a.5,Supervise production or support personnel.,37.5,30.0,55.0,60.0,20.0,human_anchored,high,3,3,"Scheduling and output tracking are already software-driven, but on-floor presence, discipline, safety responsibility and employment decisions require an accountable supervisor."
4.A.4.b.4.e.9,Direct medical science or healthcare programs.,37.4,42.5,67.6,90.5,37.0,human_anchored,high,6,9,"Clinical and research program leadership carries licensure, regulatory and patient-safety liability that must attach to an identifiable clinician-administrator."
4.A.3.a.2.h.3,"Prepare materials for preservation, storage, or display.",37.3,17.5,42.8,33.8,0.0,resistant,medium,1,1,"Handling fragile, unique artifacts or specimens requires in-situ tactile care and case-by-case conservation judgment that no deployed system provides."
4.A.3.a.3.i.2,Operate precision equipment to control microscopic or nanoscopic processes.,37.3,20.0,45.4,50.0,-30.0,augmentable,low,3,5,"Nanofabrication and advanced microscopy tools already run scripted, closed-loop recipes, yet alignment, specimen preparation and drift/fault diagnosis keep a skilled operator physically present."
4.A.4.a.4.a.4,Establish interpersonal business relationships to facilitate work activities.,37.3,26.5,51.9,41.2,19.5,human_anchored,high,2,2,"The relationship itself is the deliverable, and counterparties extend goodwill to a person rather than to a system, so delegation destroys the value created."
4.A.4.b.4.i.4,Direct installation activities.,37.3,33.5,58.9,66.8,21.0,resistant,medium,7,8,Supervising installation crews requires presence at the work face to see conditions and redirect workers; only sequencing and documentation are offloadable.
4.A.4.b.6.j.5,Counsel family members of clients or patients.,37.3,40.0,65.4,74.5,35.0,human_anchored,high,2,2,"The work is emotionally laden relational support around a patient's condition or crisis; trust, presence and clinical accountability make the human counselor the deliverable, not the information."
4.A.3.a.3.i.1,Operate laboratory or field equipment.,37.2,18.0,43.6,41.2,-18.5,resistant,medium,8,8,"Bench and field instruments require physical sample handling, calibration and in-situ placement; lab automation covers only high-volume standardized workflows."
4.A.1.b.2.f.1,Verify alignment of structures or equipment.,37.0,15.0,40.9,51.2,-42.5,augmentable,medium,1,1,"Laser trackers, total stations and vision metrology already measure alignment automatically, but mounting targets, accessing the structure and interpreting out-of-tolerance causes still need a technician on site."
